Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2011-04-12,17896.77,FALSE
1,1,2011-04-13,18286.43,FALSE
1,1,2011-04-14,15988.61,FALSE
1,1,2011-04-15,19193.57,FALSE
1,1,2011-04-16,22020.25,TRUE
1,1,2011-04-17,29430.93,TRUE
1,1,2011-04-18,20872.89,FALSE
1,1,2011-04-19,21287.75,FALSE
1,1,2011-04-20,19627.77,FALSE
1,1,2011-04-21,10406.14,FALSE
1,1,2011-04-22,19867.43,FALSE
1,1,2011-04-23,20301.15,TRUE
1,1,2011-04-24,32316.21,TRUE
1,1,2011-04-25,19038.2,FALSE
1,1,2011-04-26,21507.74,FALSE
1,1,2011-04-27,19826.44,FALSE
1,1,2011-04-28,14156.61,FALSE
1,1,2011-04-29,25714.11,FALSE
1,1,2011-04-30,23759.67,TRUE
1,1,2011-05-01,23955.16,TRUE
1,1,2011-05-02,15453.06,FALSE
1,1,2011-05-03,27013.97,FALSE
1,1,2011-05-04,12990.74,FALSE
1,1,2011-05-05,22934.29,FALSE
1,1,2011-05-06,30952.28,FALSE
1,1,2011-05-07,15047.32,TRUE
1,1,2011-05-08,17168.51,TRUE
1,1,2011-05-09,20498.26,FALSE
1,1,2011-05-10,17482.62,FALSE
1,1,2011-05-11,12246.68,FALSE
1,1,2011-05-12,20342.81,FALSE
1,1,2011-05-13,14688.48,FALSE
1,1,2011-05-14,22367.96,TRUE
1,1,2011-05-15,15402.88,TRUE
1,1,2011-05-16,27749.67,FALSE
1,1,2011-05-17,16083.73,FALSE
1,1,2011-05-18,18389.69,FALSE
1,1,2011-05-19,24067.59,FALSE
1,1,2011-05-20,13845.68,FALSE
1,1,2011-05-21,21137.3,TRUE
1,1,2011-05-22,26535.71,TRUE
1,1,2011-05-23,11962.58,FALSE
1,1,2011-05-24,20923.17,FALSE
1,1,2011-05-25,21299.41,FALSE
1,1,2011-05-26,23909.11,FALSE
1,1,2011-05-27,13815.25,FALSE
1,1,2011-05-28,13397.72,TRUE
1,1,2011-05-29,22609.71,TRUE
1,1,2011-05-30,21484.92,FALSE
1,1,2011-05-31,21252.46,FALSE
1,1,2011-06-01,21732.24,FALSE
1,1,2011-06-02,16599.88,FALSE
1,1,2011-06-03,21161.27,FALSE
1,1,2011-06-04,21465.36,TRUE
1,1,2011-06-05,16428.24,TRUE
1,1,2011-06-06,29328.87,FALSE
1,1,2011-06-07,22369.16,FALSE
1,1,2011-06-08,14043.48,FALSE
1,1,2011-06-09,23282.77,FALSE
1,1,2011-06-10,15126.59,FALSE
1,1,2011-06-11,23935.42,TRUE
1,1,2011-06-12,25792.98,TRUE
1,1,2011-06-13,15896.59,FALSE
1,1,2011-06-14,24816.88,FALSE
1,1,2011-06-15,22063.9,FALSE
1,1,2011-06-16,24110.3,FALSE
1,1,2011-06-17,29483.96,FALSE
1,1,2011-06-18,18773.06,TRUE
1,1,2011-06-19,16231.32,TRUE
1,1,2011-06-20,15552.43,FALSE
1,1,2011-06-21,15920.95,FALSE
1,1,2011-06-22,19614.49,FALSE
1,1,2011-06-23,21705.76,FALSE
1,1,2011-06-24,21383.45,FALSE
1,1,2011-06-25,24135.92,TRUE
1,1,2011-06-26,20065.01,TRUE
1,1,2011-06-27,27267.67,FALSE
1,1,2011-06-28,18676.72,FALSE
1,1,2011-06-29,33600.85,FALSE
1,1,2011-06-30,23128.34,FALSE
1,1,2011-07-01,15714.21,FALSE
1,1,2011-07-02,14645.54,TRUE
1,1,2011-07-03,22412.36,TRUE
1,1,2011-07-04,18882.69,FALSE
1,1,2011-07-05,23570.0,FALSE
1,1,2011-07-06,22366.19,FALSE
1,1,2011-07-07,19635.86,FALSE
1,1,2011-07-08,15766.03,FALSE
1,1,2011-07-09,12425.76,TRUE
1,1,2011-07-10,17767.43,TRUE
1,1,2011-07-11,24281.99,FALSE
1,1,2011-07-12,21070.47,FALSE
1,1,2011-07-13,13771.31,FALSE
1,1,2011-07-14,20865.9,FALSE
1,1,2011-07-15,21926.59,FALSE
1,1,2011-07-16,15580.71,TRUE
1,1,2011-07-17,20768.63,TRUE
1,1,2011-07-18,20291.04,FALSE
1,1,2011-07-19,14285.15,FALSE
1,1,2011-07-20,21788.94,FALSE
1,1,2011-07-21,22803.92,FALSE
1,1,2011-07-22,25415.26,FALSE
1,1,2011-07-23,25269.01,TRUE
1,1,2011-07-24,13111.65,TRUE
1,1,2011-07-25,15310.87,FALSE
1,1,2011-07-26,22575.18,FALSE
1,1,2011-07-27,22568.93,FALSE
1,1,2011-07-28,22575.24,FALSE
1,1,2011-07-29,39263.66,FALSE
1,1,2011-07-30,22854.45,TRUE
1,1,2011-07-31,25677.83,TRUE
1,1,2011-08-01,24770.01,FALSE
1,1,2011-08-02,23256.96,FALSE
1,1,2011-08-03,18423.65,FALSE
1,1,2011-08-04,23794.85,FALSE
1,1,2011-08-05,16135.87,FALSE
1,1,2011-08-06,18815.91,TRUE
1,1,2011-08-07,17573.18,TRUE
1,1,2011-08-08,20409.37,FALSE
1,1,2011-08-09,31573.29,FALSE
1,1,2011-08-10,10663.67,FALSE
1,1,2011-08-11,23431.3,FALSE
1,1,2011-08-12,11936.42,FALSE
1,1,2011-08-13,17640.34,TRUE
1,1,2011-08-14,25444.75,TRUE
1,1,2011-08-15,20321.4,FALSE
1,1,2011-08-16,14611.28,FALSE
1,1,2011-08-17,16423.48,FALSE
1,1,2011-08-18,23397.99,FALSE
1,1,2011-08-19,16348.17,FALSE
1,1,2011-08-20,21082.29,TRUE
1,1,2011-08-21,20227.86,TRUE
1,1,2011-08-22,16742.0,FALSE
1,1,2011-08-23,30719.72,FALSE
1,1,2011-08-24,23169.6,FALSE
1,1,2011-08-25,9874.29,FALSE
1,1,2011-08-26,20932.27,FALSE
1,1,2011-08-27,16691.07,TRUE
1,1,2011-08-28,24262.17,TRUE
1,1,2011-08-29,16037.4,FALSE
1,1,2011-08-30,19426.32,FALSE
1,1,2011-08-31,22524.94,FALSE
1,1,2011-09-01,24328.78,FALSE
1,1,2011-09-02,13998.52,FALSE
1,1,2011-09-03,18327.49,TRUE
1,1,2011-09-04,17625.27,TRUE
1,1,2011-09-05,16733.35,FALSE
1,1,2011-09-06,28827.27,FALSE
1,1,2011-09-07,22024.91,FALSE
1,1,2011-09-08,13695.58,FALSE
1,1,2011-09-09,24589.31,FALSE
1,1,2011-09-10,30610.78,TRUE
1,1,2011-09-11,25162.33,TRUE
1,1,2011-09-12,12403.15,FALSE
1,1,2011-09-13,17578.83,FALSE
1,1,2011-09-14,26334.56,FALSE
1,1,2011-09-15,16461.65,FALSE
1,1,2011-09-16,22219.1,FALSE
1,1,2011-09-17,23873.17,TRUE
1,1,2011-09-18,15365.35,TRUE
1,1,2011-09-19,19702.37,FALSE
1,1,2011-09-20,3793.66,FALSE
1,1,2011-09-21,14878.06,FALSE
1,1,2011-09-22,18737.16,FALSE
1,1,2011-09-23,13761.08,FALSE
1,1,2011-09-24,28162.06,TRUE
1,1,2011-09-25,12849.29,TRUE
1,1,2011-09-26,17799.78,FALSE
1,1,2011-09-27,20653.7,FALSE
1,1,2011-09-28,27206.37,FALSE
1,1,2011-09-29,12820.69,FALSE
1,1,2011-09-30,25815.82,FALSE
1,1,2011-10-01,20051.17,TRUE
1,1,2011-10-02,15092.46,TRUE
1,1,2011-10-03,22310.52,FALSE
1,1,2011-10-04,20995.3,FALSE
1,1,2011-10-05,16998.92,FALSE
1,1,2011-10-06,20349.01,FALSE
1,1,2011-10-07,18073.43,FALSE
1,1,2011-10-08,20567.59,TRUE
1,1,2011-10-09,23310.65,TRUE
1,1,2011-10-10,27930.08,FALSE
1,1,2011-10-11,13810.92,FALSE
1,1,2011-10-12,30665.17,FALSE
1,1,2011-10-13,10239.56,FALSE
1,1,2011-10-14,19241.07,FALSE
1,1,2011-10-15,22941.59,TRUE
1,1,2011-10-16,21404.96,TRUE
1,1,2011-10-17,16886.5,FALSE
1,1,2011-10-18,18959.39,FALSE
1,1,2011-10-19,17535.0,FALSE
1,1,2011-10-20,17053.18,FALSE
1,1,2011-10-21,24248.01,FALSE
1,1,2011-10-22,21785.08,TRUE
1,1,2011-10-23,16535.45,TRUE
1,1,2011-10-24,24498.0,FALSE
1,1,2011-10-25,21536.5,FALSE
1,1,2011-10-26,24064.31,FALSE
1,1,2011-10-27,23148.14,FALSE
1,1,2011-10-28,15855.02,FALSE
1,1,2011-10-29,17199.09,TRUE
1,1,2011-10-30,23736.47,TRUE
1,1,2011-10-31,23051.85,FALSE
1,1,2011-11-01,19895.49,FALSE
1,1,2011-11-02,20586.64,FALSE
1,1,2011-11-03,26388.32,FALSE
1,1,2011-11-04,17042.14,FALSE
1,1,2011-11-05,22735.49,TRUE
1,1,2011-11-06,18989.04,TRUE
1,1,2011-11-07,18911.59,FALSE
1,1,2011-11-08,25493.88,FALSE
1,1,2011-11-09,24127.08,FALSE
1,1,2011-11-10,24067.55,FALSE
1,1,2011-11-11,26527.39,FALSE
1,1,2011-11-12,20105.02,TRUE
1,1,2011-11-13,23409.76,TRUE
1,1,2011-11-14,18448.67,FALSE
1,1,2011-11-15,21620.83,FALSE
1,1,2011-11-16,19349.28,FALSE
1,1,2011-11-17,20484.98,FALSE
1,1,2011-11-18,22975.79,FALSE
1,1,2011-11-19,15908.9,TRUE
1,1,2011-11-20,30461.94,TRUE
1,1,2011-11-21,14969.91,FALSE
1,1,2011-11-22,13929.06,FALSE
1,1,2011-11-23,25790.55,FALSE
1,1,2011-11-24,23958.31,FALSE
1,1,2011-11-25,23120.6,FALSE
1,1,2011-11-26,23141.73,TRUE
1,1,2011-11-27,19938.77,TRUE
1,1,2011-11-28,15513.73,FALSE
1,1,2011-11-29,20379.02,FALSE
1,1,2011-11-30,16614.19,FALSE
1,1,2011-12-01,24875.6,FALSE
1,1,2011-12-02,19264.71,FALSE
1,1,2011-12-03,15872.51,TRUE
1,1,2011-12-04,18393.07,TRUE
1,1,2011-12-05,22064.66,FALSE
1,1,2011-12-06,17181.38,FALSE
1,1,2011-12-07,15888.9,FALSE
1,1,2011-12-08,21218.44,FALSE
1,1,2011-12-09,21224.83,FALSE
1,1,2011-12-10,17465.28,TRUE
1,1,2011-12-11,17644.81,TRUE
1,1,2011-12-12,21160.25,FALSE
1,1,2011-12-13,12759.58,FALSE
1,1,2011-12-14,12962.68,FALSE
1,1,2011-12-15,16407.78,FALSE
1,1,2011-12-16,18932.76,FALSE
1,1,2011-12-17,21554.54,TRUE
1,1,2011-12-18,27376.78,TRUE
1,1,2011-12-19,24288.3,FALSE
1,1,2011-12-20,19200.31,FALSE
1,1,2011-12-21,19904.92,FALSE
1,1,2011-12-22,14987.35,FALSE
1,1,2011-12-23,19907.43,FALSE
1,1,2011-12-24,18556.71,TRUE
1,1,2011-12-25,21613.59,TRUE
1,1,2011-12-26,15863.85,FALSE
1,1,2011-12-27,22596.73,FALSE
1,1,2011-12-28,27663.69,FALSE
1,1,2011-12-29,19456.2,FALSE
1,1,2011-12-30,22008.56,FALSE
1,1,2011-12-31,23450.72,TRUE
1,1,2012-01-01,17993.9,TRUE
1,1,2012-01-02,21120.46,FALSE
1,1,2012-01-03,20062.96,FALSE
1,1,2012-01-04,20488.38,FALSE
1,1,2012-01-05,16134.95,FALSE
1,1,2012-01-06,20122.55,FALSE
1,1,2012-01-07,22489.99,TRUE
1,1,2012-01-08,27255.72,TRUE
1,1,2012-01-09,24796.35,FALSE
1,1,2012-01-10,30765.91,FALSE
1,1,2012-01-11,16163.26,FALSE
1,1,2012-01-12,24361.6,FALSE
1,1,2012-01-13,20916.71,FALSE
1,1,2012-01-14,30949.01,TRUE
1,1,2012-01-15,15958.51,TRUE
1,1,2012-01-16,15801.39,FALSE
1,1,2012-01-17,17003.04,FALSE
1,1,2012-01-18,9380.52,FALSE
1,1,2012-01-19,17371.22,FALSE
1,1,2012-01-20,16204.34,FALSE
1,1,2012-01-21,20751.97,TRUE
1,1,2012-01-22,21708.78,TRUE
1,1,2012-01-23,29380.85,FALSE
1,1,2012-01-24,24752.12,FALSE
1,1,2012-01-25,17115.48,FALSE
1,1,2012-01-26,15507.93,FALSE
1,1,2012-01-27,22459.6,FALSE
1,1,2012-01-28,13398.83,TRUE
1,1,2012-01-29,29157.29,TRUE
1,1,2012-01-30,25897.2,FALSE
1,1,2012-01-31,17654.12,FALSE
1,1,2012-02-01,11434.33,FALSE
1,1,2012-02-02,26769.36,FALSE
1,1,2012-02-03,19427.3,FALSE
1,1,2012-02-04,26189.08,TRUE
1,1,2012-02-05,12027.86,TRUE
1,1,2012-02-06,17003.12,FALSE
1,1,2012-02-07,20026.22,FALSE
1,1,2012-02-08,20234.9,FALSE
1,1,2012-02-09,17749.67,FALSE
1,1,2012-02-10,23114.25,FALSE
1,1,2012-02-11,14661.9,TRUE
1,1,2012-02-12,19288.1,TRUE
1,1,2012-02-13,20601.48,FALSE
1,1,2012-02-14,22572.19,FALSE
1,1,2012-02-15,23558.07,FALSE
1,1,2012-02-16,14376.79,FALSE
1,1,2012-02-17,12329.43,FALSE
1,1,2012-02-18,26388.38,TRUE
1,1,2012-02-19,21661.57,TRUE
1,1,2012-02-20,16257.57,FALSE
1,1,2012-02-21,27755.76,FALSE
1,1,2012-02-22,20578.37,FALSE
1,1,2012-02-23,25896.49,FALSE
1,1,2012-02-24,20337.59,FALSE
1,1,2012-02-25,30303.74,TRUE
1,1,2012-02-26,28776.7,TRUE
1,1,2012-02-27,18755.18,FALSE
1,1,2012-02-28,24857.85,FALSE
1,1,2012-02-29,23226.88,FALSE
1,1,2012-03-01,26843.16,FALSE
1,1,2012-03-02,15175.38,FALSE
1,1,2012-03-03,23430.26,TRUE
1,1,2012-03-04,25292.12,TRUE
1,1,2012-03-05,11206.3,FALSE
1,1,2012-03-06,14083.71,FALSE
1,1,2012-03-07,9803.84,FALSE
1,1,2012-03-08,18652.97,FALSE
1,1,2012-03-09,23587.71,FALSE
1,1,2012-03-10,27511.79,TRUE
1,1,2012-03-11,20370.47,TRUE
1,1,2012-03-12,28143.08,FALSE
1,1,2012-03-13,13099.49,FALSE
1,1,2012-03-14,11483.09,FALSE
1,1,2012-03-15,19722.26,FALSE
1,1,2012-03-16,21920.33,FALSE
1,1,2012-03-17,19836.53,TRUE
1,1,2012-03-18,9662.79,TRUE
1,1,2012-03-19,19554.4,FALSE
1,1,2012-03-20,13477.65,FALSE
1,1,2012-03-21,23348.36,FALSE
1,1,2012-03-22,21832.99,FALSE
1,1,2012-03-23,15300.6,FALSE
1,1,2012-03-24,17430.67,TRUE
1,1,2012-03-25,14703.93,TRUE
1,1,2012-03-26,19686.6,FALSE
1,1,2012-03-27,24775.71,FALSE
1,1,2012-03-28,15071.37,FALSE
1,1,2012-03-29,22520.23,FALSE
1,1,2012-03-30,17348.71,FALSE
1,1,2012-03-31,16035.64,TRUE
1,1,2012-04-01,19464.85,TRUE
1,1,2012-04-02,14823.79,FALSE
1,1,2012-04-03,17231.75,FALSE
1,1,2012-04-04,14010.61,FALSE
1,1,2012-04-05,29823.63,FALSE
1,1,2012-04-06,20176.32,FALSE
1,1,2012-04-07,16501.37,TRUE
1,1,2012-04-08,21069.9,TRUE
1,1,2012-04-09,19438.36,FALSE
1,1,2012-04-10,18895.15,FALSE
1,1,2012-04-11,23070.83,FALSE
1,1,2012-04-12,23787.54,FALSE
1,1,2012-04-13,17347.49,FALSE
1,1,2012-04-14,17120.91,TRUE
1,1,2012-04-15,18624.74,TRUE
1,1,2012-04-16,8490.39,FALSE
1,1,2012-04-17,12424.04,FALSE
1,1,2012-04-18,26834.37,FALSE
1,1,2012-04-19,28224.84,FALSE
1,1,2012-04-20,18754.82,FALSE
1,1,2012-04-21,22882.78,TRUE
1,1,2012-04-22,21556.25,TRUE
1,1,2012-04-23,35394.4,FALSE
1,1,2012-04-24,25597.87,FALSE
1,1,2012-04-25,19360.41,FALSE
1,1,2012-04-26,15222.3,FALSE
1,1,2012-04-27,11967.77,FALSE
1,1,2012-04-28,21017.32,TRUE
1,1,2012-04-29,16218.25,TRUE
1,1,2012-04-30,12888.73,FALSE
1,1,2012-05-01,16767.14,FALSE
1,1,2012-05-02,14592.26,FALSE
1,1,2012-05-03,28435.71,FALSE
1,1,2012-05-04,24408.2,FALSE
1,1,2012-05-05,19960.14,TRUE
1,1,2012-05-06,27399.72,TRUE
1,1,2012-05-07,20386.84,FALSE
1,1,2012-05-08,15693.58,FALSE
1,1,2012-05-09,27615.62,FALSE
1,1,2012-05-10,22694.55,FALSE
1,1,2012-05-11,14813.77,FALSE
1,1,2012-05-12,19048.31,TRUE
1,1,2012-05-13,15621.91,TRUE
1,1,2012-05-14,13086.0,FALSE
1,1,2012-05-15,24630.89,FALSE
1,1,2012-05-16,29547.08,FALSE
1,1,2012-05-17,13007.16,FALSE
1,1,2012-05-18,22814.85,FALSE
1,1,2012-05-19,16746.79,TRUE
1,1,2012-05-20,17564.37,TRUE
1,1,2012-05-21,17038.03,FALSE
1,1,2012-05-22,15680.05,FALSE
1,1,2012-05-23,20242.61,FALSE
1,1,2012-05-24,15845.25,FALSE
1,1,2012-05-25,21352.28,FALSE
1,1,2012-05-26,19748.81,TRUE
1,1,2012-05-27,18805.26,TRUE
1,1,2012-05-28,15462.18,FALSE
1,1,2012-05-29,17116.14,FALSE
1,1,2012-05-30,23776.96,FALSE
1,1,2012-05-31,22504.59,FALSE
1,1,2012-06-01,15112.22,FALSE
1,1,2012-06-02,20496.66,TRUE
1,1,2012-06-03,23756.94,TRUE
1,1,2012-06-04,11652.97,FALSE
1,1,2012-06-05,22716.8,FALSE
1,1,2012-06-06,16686.88,FALSE
1,1,2012-06-07,22852.99,FALSE
1,1,2012-06-08,16183.7,FALSE
1,1,2012-06-09,10975.59,TRUE
1,1,2012-06-10,11862.29,TRUE
1,1,2012-06-11,20240.42,FALSE
1,1,2012-06-12,21298.61,FALSE
1,1,2012-06-13,15478.42,FALSE
1,1,2012-06-14,23192.96,FALSE
1,1,2012-06-15,11692.4,FALSE
1,1,2012-06-16,19669.6,TRUE
1,1,2012-06-17,13944.92,TRUE
1,1,2012-06-18,16740.82,FALSE
1,1,2012-06-19,20236.99,FALSE
1,1,2012-06-20,15697.93,FALSE
1,1,2012-06-21,18077.22,FALSE
1,1,2012-06-22,25031.46,FALSE
1,1,2012-06-23,17115.54,TRUE
1,1,2012-06-24,24178.46,TRUE
1,1,2012-06-25,14351.47,FALSE
1,1,2012-06-26,22649.02,FALSE
1,1,2012-06-27,27207.84,FALSE
1,1,2012-06-28,7641.78,FALSE
1,1,2012-06-29,16015.52,FALSE
1,1,2012-06-30,22885.36,TRUE
1,1,2012-07-01,18984.77,TRUE
1,1,2012-07-02,21855.73,FALSE
1,1,2012-07-03,16980.07,FALSE
1,1,2012-07-04,20432.95,FALSE
1,1,2012-07-05,19221.61,FALSE
1,1,2012-07-06,25838.91,FALSE
1,1,2012-07-07,21272.1,TRUE
1,1,2012-07-08,21688.01,TRUE
1,1,2012-07-09,17940.62,FALSE
1,1,2012-07-10,17561.97,FALSE
1,1,2012-07-11,17837.21,FALSE
1,1,2012-07-12,21972.26,FALSE
1,1,2012-07-13,17895.08,FALSE
1,1,2012-07-14,21448.87,TRUE
1,1,2012-07-15,30377.0,TRUE
1,1,2012-07-16,24355.62,FALSE
1,1,2012-07-17,18369.88,FALSE
1,1,2012-07-18,26006.07,FALSE
1,1,2012-07-19,17959.62,FALSE
1,1,2012-07-20,9809.38,FALSE
1,1,2012-07-21,14959.57,TRUE
1,1,2012-07-22,10646.04,TRUE
1,1,2012-07-23,18242.43,FALSE
1,1,2012-07-24,20092.09,FALSE
1,1,2012-07-25,28382.19,FALSE
1,1,2012-07-26,21634.64,FALSE
1,1,2012-07-27,18904.5,FALSE
1,1,2012-07-28,24147.03,TRUE
1,1,2012-07-29,8944.32,TRUE
1,1,2012-07-30,21178.07,FALSE
1,1,2012-07-31,23854.33,FALSE
1,1,2012-08-01,12607.07,FALSE
1,1,2012-08-02,25718.77,FALSE
1,1,2012-08-03,21692.48,FALSE
1,1,2012-08-04,17923.56,TRUE
1,1,2012-08-05,23163.91,TRUE
1,1,2012-08-06,31353.46,FALSE
1,1,2012-08-07,20909.33,FALSE
1,1,2012-08-08,21241.1,FALSE
1,1,2012-08-09,17703.2,FALSE
1,1,2012-08-10,15750.78,FALSE
1,1,2012-08-11,24151.68,TRUE
1,1,2012-08-12,15719.58,TRUE
1,1,2012-08-13,20357.83,FALSE
1,1,2012-08-14,17611.71,FALSE
1,1,2012-08-15,22394.9,FALSE
1,1,2012-08-16,21668.31,FALSE
1,1,2012-08-17,25187.7,FALSE
1,1,2012-08-18,17449.92,TRUE
1,1,2012-08-19,18650.63,TRUE
1,1,2012-08-20,15106.18,FALSE
1,1,2012-08-21,17778.53,FALSE
1,1,2012-08-22,21886.5,FALSE
1,1,2012-08-23,23784.94,FALSE
1,1,2012-08-24,15389.17,FALSE
1,1,2012-08-25,24348.03,TRUE
1,1,2012-08-26,26778.19,TRUE
1,1,2012-08-27,22067.17,FALSE
1,1,2012-08-28,29383.98,FALSE
1,1,2012-08-29,16131.05,FALSE
1,1,2012-08-30,13776.73,FALSE
1,1,2012-08-31,11106.4,FALSE
1,1,2012-09-01,27480.22,TRUE
1,1,2012-09-02,23271.83,TRUE
1,1,2012-09-03,19722.08,FALSE
1,1,2012-09-04,21399.84,FALSE
1,1,2012-09-05,14372.55,FALSE
1,1,2012-09-06,32228.76,FALSE
1,1,2012-09-07,20646.11,FALSE
1,1,2012-09-08,20546.97,TRUE
1,1,2012-09-09,23628.83,TRUE
1,1,2012-09-10,22405.05,FALSE
1,1,2012-09-11,21119.42,FALSE
1,1,2012-09-12,16047.63,FALSE
1,1,2012-09-13,22357.34,FALSE
1,1,2012-09-14,29410.12,FALSE
1,1,2012-09-15,26727.1,TRUE
1,1,2012-09-16,27965.93,TRUE
1,1,2012-09-17,17443.92,FALSE
1,1,2012-09-18,15051.98,FALSE
1,1,2012-09-19,19371.07,FALSE
1,1,2012-09-20,20278.62,FALSE
1,1,2012-09-21,25470.96,FALSE
1,1,2012-09-22,11537.68,TRUE
1,1,2012-09-23,27647.75,TRUE
1,1,2012-09-24,19209.96,FALSE
1,1,2012-09-25,17865.59,FALSE
1,1,2012-09-26,14939.48,FALSE
1,1,2012-09-27,11725.72,FALSE
1,1,2012-09-28,24115.85,FALSE
1,1,2012-09-29,20366.59,TRUE
1,1,2012-09-30,13550.2,TRUE
1,1,2012-10-01,13524.61,FALSE
1,1,2012-10-02,18321.08,FALSE
1,1,2012-10-03,28345.11,FALSE
1,1,2012-10-04,18702.04,FALSE
1,1,2012-10-05,12484.29,FALSE
1,1,2012-10-06,18771.28,TRUE
1,1,2012-10-07,18636.38,TRUE
1,1,2012-10-08,6515.57,FALSE
1,1,2012-10-09,19728.53,FALSE
1,1,2012-10-10,18845.33,FALSE
1,1,2012-10-11,23481.03,FALSE
1,1,2012-10-12,29244.78,FALSE
1,1,2012-10-13,25632.83,TRUE
1,1,2012-10-14,18655.56,TRUE
1,1,2012-10-15,14467.37,FALSE
1,1,2012-10-16,32866.8,FALSE
1,1,2012-10-17,20296.09,FALSE
1,1,2012-10-18,20069.65,FALSE
1,1,2012-10-19,19879.37,FALSE
1,1,2012-10-20,20990.42,TRUE
1,1,2012-10-21,19278.2,TRUE
1,1,2012-10-22,17131.69,FALSE
1,1,2012-10-23,17265.71,FALSE
1,1,2012-10-24,19836.23,FALSE
1,1,2012-10-25,17282.88,FALSE
